response,answer,table_id,key,question
"In the 1968 presidential election in Oregon, Richard Nixon received 408,433 votes (49.83%), Hubert Humphrey received 358,866 votes (43.78%), George Wallace received 49,683 votes (6.06%), and there were 2,640 write-in votes (0.32%). The total number of votes cast in Oregon was 819,622.","Oregon was won by Richard Nixon (R), with 49.83 percent of the vote, against Hubert Humphrey (D), with 43.78 percent of the vote.",totto_source/train_json/example-6536.json,14237,What were Oregon's results for the 1968 presidential election in Oregon?
"Rachel House won her first award, the Most Promising Female Newcomer, for her work in Nga Pou Wahine.","In 1995, Rachel House won the Chapman Tripp Most Promising Female Newcomer of the Year Award for Nga Pou Wahine.",totto_source/dev_json/example-1467.json,1468,For what work did Rachel House win her first award?
"In 2019, the TV series ""Collateral"" received nominations for Best Supporting Actress for Billie Piper at the British Academy Television Awards and for Photography & Lighting - Fiction for Balazs Bolygo at the British Academy Television Craft Awards.","Collateral received two nominations at the 2019 British Academy Television Awards in ""Best Photography & Lighting : Fiction"" and ""British Academy Television Award for Best Supporting Actress"".",totto_source/dev_json/example-1950.json,1951,"What nominations did the TV series ""Collateral"" receive in 2019?"
"In 2012, Cheyenne Jackson played the role of Roger in Lola Versus.",Cheyenne Jackson portrayed Roger in the 2012 film Lola Versus.,totto_source/dev_json/example-949.json,950,"In 2012, which role did Cheyenne Jackson play in Lola Versus?"
"The numbers 4047, 4273, and 4315 were reclassified and renumbered to 329, 330, and 331 in the South African Class H2 4-8-2T.","In South African Class H2 4-8-2T, the numbers 240, 294 and 305, were reclassified to Class H2 and were renumbered to 329, 330 and 331 respectively.",totto_source/train_json/example-3552.json,11253,"Which number were reclassified and renumbered to 329, 330 and 331 in South African Class H2 4-8-2T?"
"The transition temperature of Bi-2201 is 20K, Bi-2212 is 85K, and Bi-2223 is 110K.","The Bi-2201, Bi-2212 and Bi-2223 superconductors have transition temperatures of 20, 85 and 110 K.",totto_source/train_json/example-333.json,8034,"What are the transition temperatures of the superconductors Bi-2201, Bi-2212 and Bi-2223?"
"Claudia Salman's first international competition was the 2010 European Championships held in Barcelona, Spain. She competed in the Heptathlon event and finished in 11th position with a total of 6107 points.","Claudia Salman represented Germany at the 2010 European Championships in Athletics where she finished 11th in the heptathlon, scoring a personal best of 6107 points.",totto_source/train_json/example-7247.json,14948,"Where, when, and what was Claudia Salman's first international competition and how did she perform?"
The Social Democratic Party was the largest party in the National Council after the 1955 Swiss federal election.,"The Social Democratic Party emerged as the largest party in the National Council, winning 53 seats.",totto_source/train_json/example-13714.json,21415,Which party was the largest in the National Council after the 1955 Swiss federal election?
"In the 2015 ARIA Awards, Alison Wonderland was nominated for ""U Don't Know"" in the category of Best Video and ""Run"" in the category of Best Dance Release.","Alison Wonderland was nominated for in two categories at the ARIA Music Awards of 2015, Best Dance Release for, ""Run""; and Best Video for ""U Don't Know"".",totto_source/train_json/example-13211.json,20912, What was Alison Wonderland nominated for in the year 2015 ARIA Awards?
"In 2009, Jin Goo won the Best Supporting Actor award at the 46th Grand Bell Awards, 17th Korean Culture & Entertainment Awards, 5th University Film Festival of Korea, and 30th Blue Dragon Film Awards, all for his performance in the movie ""Mother"".","In 2009, Jin Goo won Best Supporting Actor at the Grand Bell Awards, 5th University Film Festival of Korea, and Blue Dragon Film Awards for his role in Mother.",totto_source/train_json/example-13572.json,21273,Which awards did Jin Goo win in the category of Best Supporting Actor in 2009?
"In the 1953-4 season, Roy Pritchard played for Wolverhampton Wanderers in the First Division. In the 1958-9 season, he played for Notts County in the Second Division and Port Vale in the Fourth Division.",Roy Pritchard played in the Fourth Division with Port Vale in 1958–59 and in the First Division with Wolves in 1953–54.,totto_source/train_json/example-13859.json,21560,"Which clubs and divisions did Roy Pritchard play for in the 1953-4 and 1958-9 seasons, respectively?"
"Paul Flynn received 22,723 votes, which is 52.3% of the total votes. Angela Jones-Evans received 17,065 votes, which is 39.3% of the total votes. The margin of victory for Paul Flynn was 5,658 votes.","Paul Flynn was elected with a majority of 5,658 over the Angela Jones-Evans.",totto_source/train_json/example-7757.json,15458,"How did Paul Flynn do in the 2019 Newport West by-election compared to Angela Jones-Evans, and what was the margin of victory?"
Tom Burke played the character of Davy in the film Third Star.,"In 2010, Tom Burke played Davy in Third Star.",totto_source/train_json/example-13292.json,20993,What character did Tom Burke play in Third Star?
"In 2014, Dermot O'Leary presented ""Shattered"" on Channel 4 and he presented 7 episodes.","In 2014, O'Leary presented three episodes of Live From Space on Channel 4.",totto_source/train_json/example-13558.json,21259,"Which show did Dermot O'Leary present on Channel 4 in 2014, and how many episodes did he present?"
"In the 2015 Foyle election, Mark Durkan received 47.9% of the votes, which was the highest percentage among all candidates. He also had a total vote majority of 6,046, which was the highest majority among all candidates.","Durkan was elected with 47.9% of the vote and won with a majority of 6,046 votes.",totto_source/train_json/example-13673.json,21374,How did Mark Durkan perform in the 2015 Foyle election in terms of overall percentage of votes and total vote majority?
"From 2013 to 2016, Khan competed in the Pakistan Premier League for WAPDA.","After 2014–15 Pakistan Premier League, Khan once again joined WAPDA.",totto_source/train_json/example-6436.json,14137,Which leagues did Khan compete in from 2013 to 2016?
"Erich Würdemann was responsible for sinking a total of 9 ships, resulting in a loss of 82,343 gross register tons (GRT).","U-506 Erich Würdemann is credited with the sinking of 13 ships for a total of 61,011 GRT, further damaging three ships of 23,418 GRT and damaging one ship of 6,821 GRT that was a total loss.",totto_source/train_json/example-391.json,8092,How deadly was Erich Würdemann?
"Liza Snyder has played the main role of Christine Hughes in the TV series ""Yes, Dear"" from 2000 to 2006.","Liza Snyder played Officer Molly Whelan in Sirens  (1993-1995), as Linda in Jesse(1998-2000), as Christine Hughes in Yes, Dear (2000–2006) and as Andi Burns in Man with a Plan (2016–present).",totto_source/dev_json/example-408.json,409,What has Liza Snyder played as the main role in the film in her career?
"At the 2012 Olympics, Antoinette Nana Djimou placed 4th in the Heptathlon with a score of 6576 points.","Nana Djimou finished 4th at the 2012 Olympics Heptathlon in London, with a personal best of 6576 points.",totto_source/dev_json/example-1802.json,1803,How did Nana Djimou do at the 2012 Olympics?
"Derek Statham played for West Bromwich Albion from 1976-1987, Southampton from 1987-1989, Stoke City from 1989-1991, Walsall from 1991-1993, and Telford United in 1993-1994. He had a total of 488 appearances and scored 11 goals for West Bromwich Albion, 64 appearances and 2 goals for Southampton, 41 appearances and 1 goal for Stoke City, 50 appearances and 0 goals for Walsall, and 34 appearances and 0 goals for Telford United. Overall, he had a successful career with a total of 594 appearances and 16 goals.",In total Statham spent 12 years making 373 appearances for the club while scoring 11 goals.,totto_source/train_json/example-4509.json,12210,How long did Statham play for the club and how did he perform?
"Viktoriya Sudarushkina last competed at the European Team Championships in Cheboksary, Russia in 2015.","At the 2015 European Team Championships, Viktoriya Sudarushkina finished with a mark of 52.19 m.",totto_source/train_json/example-13755.json,21456,When and at which competition did Viktoriya Sudarushkina last compete?
"Phil Sproson spent a total of 438 games in his career, with 426 of those games being at Port Vale. He scored a total of 33 goals, with all of them being completed while playing for Port Vale.","Phil Sproson played in 516 matches in his career, from which 500 were played for Port Vale, where he scored 41 goals out of his career total of 42 goals.",totto_source/train_json/example-13327.json,21028,How much of Phil Sproson's career was spent at Port Vale and how many of his goals were completed while playing for the club?
"Jessica Pimentel first played the character Angelique Domenguez in the film ""Pride and Glory"" in the year 2008.",Pimentel played the role of Angelique Domenguez in the 2008 film Pride and Glory.,totto_source/train_json/example-13839.json,21540,What year and in which film did Jessica Pimentel first play the character Angelique Domenguez?
"The fee signing of William Mocquet is undisclosed, while the fee signing of Tobias Hysén is £1,700,000.","William Mocquet from Le Havre was secured for an undisclosed fee and Tobias Hysén from Djurgården for £1,700,000.",totto_source/dev_json/example-549.json,550,How does the fee signing William Mocque compare to that of Tobias Hysén?
"Jessica Hynes was most active in the year 2007, where she appeared in six different titles.","In 2007, Jessica Hynes played four roles: Miranda in Four Last Songs, Mary in Son of Rambow, Linda in Magicians, and Mafalda Hopkirk (voice) in Harry Potter and the Order of the Phoenix.",totto_source/dev_json/example-1735.json,1736,In what year was Jessica Hynes most active?
"The capacity of Giulești-Valentin Stănescu Stadium in 2011–12 Liga I was 11,704.","In 2011–12 Liga I, Giulești-Valentin Stănescu Stadium had a capacity of 11,704.",totto_source/train_json/example-13098.json,20799,What was the capacity of Giulești-Valentin Stănescu Stadium in 2011–12 Liga I?
"The Diary of Alicia Keys was released in the United States on December 2, 2003, and it was released by J Records.","The Diary of Alicia Keys was released in the United States on December 2, 2003, by J Records.",totto_source/train_json/example-7514.json,15215,"What date was the The Diary of Alicia Keys released in the United States, and which record label released it?"
"The engines of the Ford F-Series released in 2009 were as follows:
- 4.6 L (281 CID) 2V V8: 248 hp (185 kW) at 4,750 rpm
- 4.6 L (281 CID) 3V V8: 292 hp (218 kW) at 5,700 rpm
- 5.4 L (330 CID) 3V V8: 320 hp (239 kW) at 5,000 rpm","Three engines of Ford F-Series (twelfth generation) were released in 2009: a 5.4 L 3-valve V8 with an output rating of 320 hp (239 kW), a 292 hp (218 kW) 4.6 L 3-valve V8, and a 248 hp (185 kW) 4.6 L 2-valve V8.",totto_source/train_json/example-3601.json,11302,How powerful were the engines of Ford F-Series that was released in 2009?
The KA Commuter Line Jakarta Kota-Bogor begins at Jakarta Kota station and ends at Bogor station.,"The KA Commuter Line Jakarta Kota–Bogor connects the Jakarta Kota station in West Jakarta and Bogor station in Bogor, West Java.",totto_source/train_json/example-13620.json,21321,Where does the KA Commuter Line Jakarta Kota–Bogor begin and end?
"In 2016, Shahrel Fikri played for the PKNP club in the Malaysia FAM League. He made 20 appearances and scored 13 goals.",Shahrel joined Malaysia FAM League club PKNP in 2016.,totto_source/train_json/example-4379.json,12080,What happened to Shahrel under the PKNP club in 2016?
"In 2013, David Call appeared in a total of 5 episodes of the TV shows Smash and White Collar.","In 2013, David Call appeared in 5 episodes of the show Smash and in the episode ""Controlling Interest"" of White Collar, for a total of 6 episodes.",totto_source/train_json/example-1419.json,9120,How busy was David Call in 2013?
"Yes, César Cielo set Olympic records in the Men's 50 metre freestyle at the 2008 Summer Olympics.","In the semifinals, Cielo lowered an Olympic record to 21.34 that had been set by Leveaux under 0.12 seconds.",totto_source/train_json/example-1920.json,9621,Did César Cielo set any records in the Men's 50 metre freestyle at the 2008 Summer Olympics?
"In 2006, Jaime King had a role in 4 movies.","In 2006, King appeared in 3 films.",totto_source/train_json/example-2030.json,9731,"In 2006, how many movies did Jaime King have a role in?"
Sea Sew was nominated for the Best Irish Album award.,Sea Sew led to Hannigan receiving two nominations in the Best Irish Female and Best Irish Album categories at the Meteor Music Awards in 2009.,totto_source/train_json/example-2374.json,10075,What awards was Sea Sew nominated for?
"Yes, Ashley Laurence reprised her role as Kirsty Cotton in Hellbound: Hellraiser II and Hellraiser III: Hell on Earth. She also reprised her role as Kirsty Cotton Gooden in Hellraiser: Hellseeker.","Ashley Laurence appeared in Hellraiser (1987) as Kirsty Cotton, and subsequently reprised the role in the sequels Hellbound: Hellraiser II (1988) and Hellraiser III: Hell on Earth (1992), as well as Hellraiser: Hellseeker (2002) under the name of Kirsty Cotton Gooden.",totto_source/train_json/example-1515.json,9216,Has Ashley Laurence reprised any roles in sequels to films?
"The external debt of the Philippines increased from $64,738 million in 2009 to $73,594 million in 2010, indicating an increase of $8,856 million.","The External debt of the Philippines rose again to 38.4% in 2009, but down to 36.9% in 2010.",totto_source/train_json/example-2041.json,9742,How did the external debt of the Philippines change between 2009 and 2010?
"The top two contenders in the 2009 Dharmasala election were Kalpataru Das from BJD and Kangali Charan Panda from INC. The winning margin of votes was 35,133.","In 2009 the election, BJD candidate, Kalpataru Das, defeated INC candidate, Kangali Charan Panda, by a margin of 35,133 votes.",totto_source/train_json/example-13577.json,21278,Who were the top two contenders in the 2009 Dharmasala election and what was the winning margin of votes?
"In the NCAA Division I Championships for TCU in 2015, Ronnie Baker placed 10th in the 4x400m relay with a time of 3:06.25 and 2nd in the 4x100m relay with a time of 38.59. In 2016, he placed 9th in the 100m with a time of 10.09 and 6th in the 4x100m relay with a time of 38.72.","Ronnie Baker competed for the TCU Horned Frogs, where he was champion over 60 m at the NCAA Division I Indoor Championships in both 2015 and 2016.",totto_source/train_json/example-4198.json,11899,How did Ronnie Baker perform in the NCAA Division I Championships for TCU in 2015 and 2016?
"In 2010, Evan Ross appeared in the films ""Case 219"" and ""Mooz-lum"".",Evan Ross appeared in Case 219 and Mooz-lum in 2010.,totto_source/train_json/example-13212.json,20913,What two films did Evan Ross appear in in 2010?
"The tallest buildings in Ahmedabad were GIFT One and GIFT Two, both standing at a height of 122 meters (400 ft).","Two GIFT towers are the tallest buildings in this Ahmedabad, each measuring 122 meters (400 ft) in height.",totto_source/train_json/example-3732.json,11433,How tall were the tallest buildings in Ahmedabad?
"In her album ""Le stelle non tremano"", Dolcenera released the following songs:

- ""Niente al mondo"" in 2014
- ""Accendi lo spirito"" in 2014
- ""Fantastica"" in 2015
- ""Un peccato"" in 2015
- ""Ora o mai più (Le cose cambiano)"" in 2016","Dolcenera released the singles ""Niente al mondo"", ""Accendi lo spirito"", ""Fantastica"" and ""Un peccato"" between 2014 and 2015 in the album Le stelle non tremano.",totto_source/dev_json/example-2004.json,2005,What songs did Dolcenera release in her album Le stelle non tremano and when were they released?
"In the game against Sri Lanka, Anil Kumble performed well, taking 6 wickets for 72 runs in the first innings and 4 wickets for 85 runs in the second innings.","Kumble completed a ten-for in the match as Sri Lanka were bowled out for 247, losing by 188 runs.",totto_source/train_json/example-2612.json,10313,How did Kimble perform in the game against Sri Lanka?
"In the 2003 film Cheaper by the Dozen and its 2005 sequel, Kyle and Nigel Baker were portrayed by Brent and Shane Kinsman.","Brent Kinsman and Shane Kinsman portrayed as Kyle and Nigel Baker in the 2003 film, Cheaper by the Dozen and it's 2005 sequel Cheaper by the Dozen 2.",totto_source/train_json/example-247.json,7948,Who portrayed Kylie and Baker in the 2003  film Cheaper by the Dozen and its 2005 sequel?
The last time a member of the Indian National Congress won the seat in the Mal district was in the year 1972.,"In 1972, Antony Topno won the Mal district as a member of the Indian National Congress.",totto_source/train_json/example-788.json,8489,When was the last time a member of the Indian National Congress won the seat in the Mal district?
"During his 10-year career with the Bruins, Ben Howland had an overall record of 233-107 (.685) and a conference record of 118-58 (.670). He led UCLA to three consecutive Final Four appearances from 2006-2008 and won the Pac-10/Pac-12 Conference regular season championship four times.","In his 10 years with the Bruins, Ben Howland had a .685 winning percentage and won four Pac-12 conference titles.",totto_source/train_json/example-5032.json,12733,How did Ben Howland perform during his 10 year career with the Bruins?
"The state reptile of South Carolina is the Loggerhead sea turtle, and the state reptile of Florida is the American alligator.","In the United States, the loggerhead sea turtle is the state reptile of South Carolina and also the state saltwater reptile of Florida.",totto_source/train_json/example-2506.json,10207,What are the state reptiles of South Carolina and Florida?
David Paetkau played the character Brent in So Weird and Owen in Dexter.,"David Paetkau appeared in So Weird as Brent in the episode ""Vampire"" in 2000, and one episode appearance on Dexter, as Owen.",totto_source/train_json/example-167.json,7868,What characters did David Paetkau play in So Weird and in Dexter? 
The merger remnant galaxies in the Atlas of Peculiar Galaxies are NGC 3448.,NGC 3448 (Arp 205) is a merger remnant galaxy. ,totto_source/dev_json/example-1454.json,1455,Which galaxies are merger remnant galaxies?
"In the 2015 SAFF Championship, the opposing team was Nepal and the game took place on 27 December 2015. The final score was 4-1. Chhangte performed well in the game, contributing to the team's victory.","On 27 December 2015, Chhangte scored 2 goals in their 4–1 win over Nepal in the 2015 SAFF Championship.",totto_source/train_json/example-7145.json,14846,"What was the opposing team, date, and final score of the 2015 SAFF Championship, and how did Chhangte perform in the game?"
Mauricio Ortega won a gold medal in the Bolivarian Games in 2013. His stats in the discus throw event were 59.67 m.,"In the 2013 Bolivarian Games, Mauricio Ortega threw at 59.67 m which earned him a gold medal.",totto_source/train_json/example-13502.json,21203,Which year of the Bolivarian Games did Mauricio Ortega win a gold medal and what were his stats?
"Patiño scored more goals on average playing in the PDL (Premier Development League) with 9 goals in 14 appearances, compared to the NSL (National Premier Soccer League) where he scored 5 goals in 4 appearances.",Patiño participated in the NPSL with Kraze United in 2016 and also played in the PDL with both SIMA Águilas and Seattle Sounders U-23.,totto_source/train_json/example-4241.json,11942,Did Patino score more goals on average playing in the PDL or the NSL?
Marika Popowicz-Drapala finished in 5th place in the 100m event at the 2009 European Team Championships.,"Representing Poland at the 2009 European Team Championships, Marika Popowicz-Drapała finished fifth in the 100 m.",totto_source/train_json/example-13462.json,21163,What place did Marika Popowicz-Drapala finish in the 2009 European Team Championships?
"The Unity City Academy exam results decreased each year from 2014 to 2016. In 2014, the results were 34%, in 2015 they were 26%, and in 2016 they dropped further to 19%.","The exam results continued to decline by 34% (2014),26% (2015) and 19% (2016).",totto_source/train_json/example-3657.json,11358,How did the Unity City Academy exam results change each year from 2014 to 2016?
"George MacKay appeared in the film The Best of Men in 2012 and he played the character of Private William Heath. In the film Private Peaceful, he played the character of Private Tommo Peaceful.","In 2012, George MacKay played the character, Private Tommo Peaceful, in Private Peaceful and appeared in the film The Best of Men.",totto_source/train_json/example-674.json,8375,Which year did George MacKay appear in the film The Best of Men and what character did he play in Private Peaceful?
"From 2016 to 2017, GFG's revenue increased from 1023.1 million euros (excluding Jabong) to 1095.0 million euros (excluding Jabong & Namshi).","GFG reported net revenue of 1095.0 in 2017 (excluding Jabong and Namshi), with revenue growth up 19.9% from 2016.",totto_source/train_json/example-91.json,7792,How did GFG's revenue change from 2016 to 2017?
Isireli Naikelekelevesi competed in the 800 m at the 2001 World Championships and also appeared at the Commonwealth Games in 1998 and 2002.,Isireli Naikelekelevesi competed in the 800 m at the 2001 World Championships and also appeared at the Commonwealth Games in 1998 and 2002.,totto_source/train_json/example-4412.json,12113,Who competed in the 800 m at the 2001 World Championships and also appeared at the Commonwealth Games in 1998 and 2002?
"Max Park holds the record for the fastest average solve time, which was set at WCCT Cupertino 2018 with a time of 42.56 seconds.",Max Park set the fastest average of 42.56 seconds at the WCCT 2018 competition.,totto_source/dev_json/example-1526.json,1527,Who holds the record for the fastest average solve time and when was it set?
"In the 2017 IAAF World Cross Country Championships, Natosha Rogers finished 23rd in the 10 km race with a time of 34:47. Additionally, Team USA finished 5th overall with a total of 90 points.","Natosha placed 23rd at the 2017 IAAF World Cross Country Championships in the 10 km event in 34:47, helping Team USA to a 5th place with 90 points.",totto_source/train_json/example-13661.json,21362,What were Natosha Rogers personal and overall team records in the 2017 IAAF World Cross Country Championships?
KBS2 cast Shin Hye-sun the most frequently.,"Shin Hye-sun was cast by KBS2 in the series School 2013, Five enough, My Golden Life, and Angel's Last Mission: Love, for a total of 4 series.",totto_source/dev_json/example-1732.json,1733,What network cast Shin Hye-sun the most frequently?
"No, Allison Stokke did not improve every year from 2013 to 2017. Her height remained the same or decreased during those years.","Allison Stokke's performance declined from 2013 to 2014, with a seasonal best of 4.20 m in 2013 and 3.95 m in 2014.",totto_source/train_json/example-1406.json,9107,Did Allison Stokke improve every year from 2013 to 2017?
"No, the D'Ambrosio twins did not appear together following Legit in 2013.","In 2013, The D'Ambrosio Twins starred in the FX show Legit, followed by only Bianca starring in Jeselnik Offensive on Comedy Central.",totto_source/dev_json/example-1677.json,1678,Did the D'Ambrosio twins appear together following Legit in 2013?
"Yes, the Polytron Corporation won a Game of the Year title in 2012 for their game Fez.","Fez, by the Polytron Corporation, won Eurogamer's 2012 Game of the Year award.",totto_source/dev_json/example-890.json,891,Has the Polytron Corporation won a Game of the Year title?
"In 1961, Kitty Wells achieved her first number one hit with the song ""Heartbreak U.S.A."" The song was released on the album ""Heartbreak U.S.A.""","In 1961, Wells had her first number one single with ""Heartbreak U.S.A."", from an album of the same name released that year.",totto_source/train_json/example-6065.json,13766,What significant career achievement did Wells make in 1961 for a song and what album was that song released on?
"The candidates in the 1910 Mid Glamorgan by-election were Frederick William Gibbins from the Lib-Lab party and Vernon Hartshorn from the Labour party. The majority number of votes was 2,710.","Gibbins held the seat for the Liberals with a majority of 2,710 against a Labour challenge from Vernon Hartshorn.",totto_source/train_json/example-13571.json,21272,Who were the candidates in the 1910 Mid Glamorgan by-election and what was the majority number of votes?
"In 2004, Michael Crawford played the role of Count Fosco in the play ""The Woman in White"".","In 2004, Michael Crawford played the role of Count Fosco in The Woman in White.",totto_source/dev_json/example-377.json,378,What play and role did Michael Crawford play in 2004?
Mancini scored 8 goals for Roma in Serie A during the 2007-2008 season.,"In the 2007–08 season, Mancini scored eight league goals for Roma in Serie A.",totto_source/train_json/example-13223.json,20924,How many goals did Mancini score for Roma in Serie A during the 2007-2008 season?
Imre Szabics did well in the Euro 2004 qualifying. He scored a total of 3 goals in the qualifying matches.,"Imre Szabics scored four goals in the Euro 2004 qualifying, including in a 3–1 victory over Latvia on 7 June 2003.",totto_source/train_json/example-1906.json,9607,How did Imre Szabics do in the Euro 2004 qualifying?
Serebro was nominated for the Best Russian Act at the MTV Europe Music Awards 2010.,Serebro band were nominated for Best Russian Act at the MTV Europe Music Awards 2010.,totto_source/dev_json/example-645.json,646,What did the Serebro be nominated at the MTV Europe Music Awards 2010?
"At the 2005 World Championships in Helsinki, Sileshi Sihine participated in the 5,000 metres event and secured the 2nd position with a time of 13:32.81. He also competed in the 10,000 metres event and finished in the 2nd position with a time of 27:08.87.","Sihine won a silver medal in the 10,000 metres and the silver medal in the 5000 metres at the World Championships in Helsinki, Finland.",totto_source/train_json/example-13979.json,21680,What were Sileshi Sihine's events and placements at the 2005 World Championships in Helsinki?
"The eleventh-largest island in the world, Sulawesi, has an area of 180,681 square kilometers and 69,761 square miles.","Sulawesi is the eleventh-largest island with an area of 180,681 square kilometers or 69,761 square miles.",totto_source/dev_json/example-1414.json,1415,What is the size of the eleventh-largest island in the world in square kilometers and square miles?
"No, Maryam Zakaria did not star in any Telugu films in 2011.","Maryam Zakaria starred in the Telugu films 100% Love, Brahmigadi Katha, and Madatha Kaja in 2011.",totto_source/dev_json/example-1671.json,1672,Did Maryam Zakaria star in any Telugu films in 2011?
"In 2014, Mina Fujii played the roles of Oshikiri in Monsterz and Mika Aota in Joshi Zu.","In 2014, Fujii played the character of Oshikiri in Monsterz, Mika Aota in the film Joshi Zu, and Shima Tayo in the film Bullet Train of Wives.",totto_source/dev_json/example-494.json,495,What roles did Fuji play in 2014?
"In Cleveland, the racial composition in 2010 was 53.3% African American, 37.3% White, and 1.8% Asian.","The racial makeup of Cleveland was 53.3% African American, 37.3% White and 1.8% Asian.",totto_source/train_json/example-628.json,8329,"What is the racial compositions of African American, White, and Asian in Cleveland?"
Tommy Thompson made a total of 116 goals for Preston North End.,Tommy Thompson ended his Preston career with 126 goals.,totto_source/dev_json/example-2276.json,2277,How many goals did Tommy Thompson make for Preston North End?
"In 2011, Taylor Schilling portrayed the character Dagny Taggart in the movie ""Atlas Shrugged: Part I"". In 2012, she portrayed the character Beth Green in the movie ""The Lucky One"" and Christine Mendez in the movie ""Argo"".",Taylor Schilling portrayed Dagny Taggart in Atlas Shrugged: Part I in 2011 and also acted in The Lucky One in 2012.,totto_source/train_json/example-5419.json,13120,What characters did Taylor Schilling portray in 2011 and 2012?
"The first two singles released from Jhené Aiko's album Sail Out were ""Bed Peace"" featuring Childish Gambino and ""The Worst"". They were released in 2013.","""Bed Peace"" and ""The Worst"" singles from Jhené Aiko's Sail Out were released in 2013.",totto_source/train_json/example-9700.json,17401,"What were the first two singles released from Jhené Aiko's album Sail Out, and what year did they come out?"
"In the 1990-91 FA Cup, Arsenal won their match against Cambridge United with a score of 2-1.","In the FA Cup, Arsenal defeated Cambridge United 2–1.",totto_source/dev_json/example-1552.json,1553,How did Arsenal perform in the 1990-91 FA Cup?
"The teams that contested the 2014 ICC Europe Division Two were Austria, Belgium, Germany, Gibraltar, Isle of Man, and Norway.","The 2014 ICC Europe Division Two was contested by six teams, Austria, Belgium, Germany, Gibraltar, the Isle of Man, and Norway.",totto_source/train_json/example-2351.json,10052,Which teams contested the 2014 ICC Europe Division Two?
"In Beethoven and Beethoven's 2nd, Nicholle Tom played the role of Ryce Newton.","In 1992 and 1993, Nicholle Tom played as Ryce Newton in the movies Beethoven and Beethoven's 2nd.",totto_source/train_json/example-2969.json,10670,What role did Nicholle Tom play in Beethoven and Beethoven's 2nd?
"When Yared Hagos played in the AHL from 2005 to 2007, he played a total of 132 games and scored 15 goals and 29 assists, accumulating a total of 44 points. He also had 88 penalty minutes during this time.","Hagos played for the Iowa Stars in the AHL for two seasons, totalling 44 points in 132 regular season games.",totto_source/train_json/example-4399.json,12100,How effective was Hagos as a player when he played in the AHL from 2005 to 2007?
"Rated R: Remixed was released in Brazil and the United States on May 8, 2010 (Digital download) and May 24, 2010 (Digital download) respectively.","Rated R: Remixed was released by Def Jam Recordings on May 8, 2010 in Brazil, and on May 24, 2010 in the United States.",totto_source/train_json/example-13178.json,20879,When was Rated R: Remixed released in Brazil and the United States?
"In the year 2011, DeObia Opare played the roles of Gunner in ""Pirates of the Caribbean: On Stranger Tides"" and Thundarian in ""Your Highness"".",DeObia Oparei played roles as the Gunner in Pirates of the Caribbean: On Stranger Tides (2011) and as Thundarian in Your Highness (2011).,totto_source/train_json/example-13394.json,21095,What movie roles did DeObia Opare play in the year 2011 and what movies were they in?
"Pat McMahon was the head coach of the Florida Gators for 6 seasons, from 2002 to 2007.","McMahon finished his six seasons, between 2002 and 2007, as the Gators' head coach.",totto_source/dev_json/example-897.json,898,How long was Pat McMahon the head coach of the Florida Gators?
"The Holographic Principle World Tour kicked off in Osaka, Japan and concluded in Seoul, South Korea in 2017.","The Holographic Principle World Tour kicked off in Osaka, Japan on 4 April 2017 and concluded in Seoul, South Korea on 9 April 2017.",totto_source/train_json/example-6766.json,14467,Where did the Holographic Principle World Tour kick off and conclude in 2017?
Ronnie Allen made a total of 415 appearances and scored 208 goals for West Bromwich Albion.,Ronnie Allen scored a total of 234 goals in 458 appearances for West Bromwich Albion.,totto_source/train_json/example-6788.json,14489,How many total goals and appearances did Ronnie Allen make for West Bromwich Albion?
"Vanessa Hudgens played the role of Gabriella Montez in High School Musical and High School Musical 2, and the role of Betty Rizzo in Grease: Live.","Vanessa Hudgens played the role of Rizzo in Grease: Live in 2016, and Maureen Johnson in Rent: Live in 2019.",totto_source/train_json/example-2202.json,9903,What roles has Vanessa Hudgens played in live musicals?
"Barry Mynter's performance as head coach for Canisius Golden Griffins (Metro Atlantic Athletic Conference) started off with a record of 5-5 in 1993, with a conference record of 4-1. However, in 1994, his performance declined as the team had a record of 2-8, with a conference record of 2-5.","In the 1993 season Canisius finished 5-5 overall with Barry Mynter as head coach, but in 1994 Canisius finished only 2-8 overall.",totto_source/dev_json/example-1730.json,1731,How did Barry Mynter's performance as head coach for Canisius Golden Griffins (Metro Atlantic Athletic Conference) change over time?
"Cheesebrough played the most for Burnley, with a total of 158 appearances and 40 goals.","Albert Cheesebrough spent eight years with the club Burnley, making 158 appearances in league and cup competitions.",totto_source/dev_json/example-1762.json,1763,For what club did Cheesebrough play the most?
"In 1982, Robert Mandan played in the movies ""The Best Little Whorehouse in Texas"" as Senator Wingwood and ""Zapped!"" as Walter J. Coolidge.","In 1982, Robert Mandan played roles in two movies, Zapped! as Walter J. Coolidge and in The Best Little Whorehouse in Texas as Senator Wingwood.",totto_source/train_json/example-2809.json,10510,In what movies did Robert Mandan play in 1982?
DeAnna Robbins played the role of Lisa in the film Final Exam in 1985.,"In 1985, DeAnna Robbins played the role of Lisa in the film Final Exam.",totto_source/train_json/example-4025.json,11726,What role did DeAnna Robbins play in the Film Final Exam in 1985?
