id,question,response,answer,sql,r_num_cell,t_num_cell,linear_table
17656,How was the The Ade of Ads promoted?,the table does not provide any information about the promotion of the age of ads.,"in the sufjan stevens discography, in 2010, the age of adz was promoted by ""i walked"" and ""too much"".","select peak_chart_positions, peak_chart_positions1, peak_chart_positions2, peak_chart_positions3, peak_chart_positions4, peak_chart_positions5 from T ",102,170,"peak_chart_positions | peak_chart_positions1 | peak_chart_positions2 | peak_chart_positions3 | peak_chart_positions4 | peak_chart_positions5
us rock | bel (fl) | fra | hun | por | sco
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
— | — | — | — | — | —
13 | — | 44 | 34 | 93 | 67
— | — | — | — | — | —
— | — | — | — | — | —
""—"" denotes a title that did not chart, or was not released in that territory. | ""—"" denotes a title that did not chart, or was not released in that territory. | ""—"" denotes a title that did not chart, or was not released in that territory. | ""—"" denotes a title that did not chart, or was not released in that territory. | ""—"" denotes a title that did not chart, or was not released in that territory. | ""—"" denotes a title that did not chart, or was not released in that territory."
21044,For what club and division was Gelson a player in the 1962–63 season?,"in the 1962-63 season, peter gelson was a player for brentford in the fourth division.",gelson was a player in brentford's fourth division in the 1962–63 season.,"select club, league from T where season = ""1962–63"";",2,192,"club | league
brentford | fourth division"
11416,Who won in the first three places of The Newcomers Manx Grand Prix race?,"in the first three places of the newcomers manx grand prix race, the winners were robert dunlop from northern ireland (rank 1), steve hislop from scotland (rank 2), and ian lougher from wales (rank 3).",the newcomers manx grand prix race was won by robert dunlop from steve hislop in 2nd place and ian lougher in 3rd place at an race speed of 100.62.,"select rider, team, rank from T where rank <= 3;",9,18,"rider | team | rank
northern ireland robert dunlop | yamaha | 1
scotland steve hislop | yamaha | 2
wales ian lougher | yamaha | 3"
13743,What were the names and vote differential between the top two candidates in the 2009 Narla election?,the names of the top two candidates in the 2009 narla election were bhupinder singh and srikant hota. the vote differential between them was 0.88.,"in the 2009 election, inc candidate bhupinder singh defeated bjp candidate srikant hota by a margin of 27,512 votes.","select candidate, ± from T ",30,105,"candidate | ±
bhupinder singh | 0.88
srikant hota | none
nilamani sahu | none
zakir hussain | none
santosh kumar mund | none
kailash chandra jain | none
ashok kumar chand | none
sapan kumar pattnaik | none
jagajiban barik | none
judhisti sa | none
mohan jani | none
suresh choudhury | none
majority | none
turnout | 2.57
inc gain from bjd | inc gain from bjd"
9349,What roles did Seth Gilliam have from 1996-1997?,"from 1996-1997, seth gilliam had the roles of altameyer in ""courage under fire"", sugar watkins in ""starship troopers"", and tyrone in ""tar"".",seth gilliam played sugar watkins in the 1997 film starship troopers and as altameyer in the 1996 film courage under fire.,"select title, role from T where year between 1996 and 1997;",6,85,"title | role
courage under fire | altameyer
starship troopers | sugar watkins
tar | tyrone"
17245,"How did Jacqueline Pusey perform in the 1976, 1977, and 1978 CARIFTA Games?","jacqueline pusey performed well in the carifta games in 1976, 1977, and 1978. she won the following medals: 
- in 1976, she won 2nd place in the 100m and 200m events, and 1st place in","jacqueline pusey was the 100/200 m runner-up at the 1976 carifta games, won the 400 m at the 1977 carifta games, a quadruple gold medal win at the 1978 carifta games where she won the 200 m, 400 m, and both relays.","select competition, venue, position, event from T where year in (1976, 1977, 1978) and competition = ""carifta games"";",32,203,"competition | venue | position | event
carifta games | nassau, bahamas | 2nd | 100 m
carifta games | nassau, bahamas | 2nd | 200 m
carifta games | nassau, bahamas | 1st | 4 × 400 m relay
carifta games | bridgetown, barbados | 1st | 400 m
carifta games | nassau, bahamas | 1st | 200 m
carifta games | nassau, bahamas | 1st | 400 m
carifta games | nassau, bahamas | 1st | 4 × 100 m relay
carifta games | nassau, bahamas | 1st | 4 × 400 m relay"
17592,"Who won the 2009 Election, by what margin?","in the 2009 election, pramod kumar mallick from the bjd party won with a margin of 50,653 votes.","in the 2009 election, biju janata dal candidate pramod kumar mallick defeated indian national congress candidate artratrana malik by a margin of 50,653 votes.",select * from T,56,56,"row_number | party | party1 | candidate | votes | _ | ±
0 | none | bjd | pramod kumar mallick | 90058 | 65.45 | None
1 | none | inc | artratrana malik | 40005 | 28.88 | None
2 | none | bjp | sushanta kumar mallick | 4921 | 3.55 | None
3 | none | independent | sandhyarani das | 1719 | 1.24 | None
4 | none | bsp | santosh kumar mallick | 1218 | 0.88 | None
5 | majority | majority | majority | 50653 | 36.57 | None
6 | turnout | turnout | turnout | 1,38,534 | 64.56 | None
7 | registered electors | registered electors | registered electors | 2,14,580 | nan | None"
1826,What movies did Randall Park play in 2014? What roles did he play?,"in 2014, randall park played in the movies ""neighbors"", ""sex tape"", ""they came together"", and ""the interview"". he played the roles of rep, edward, martinson, and kim jong-un, respectively.","in 2014, randall park played a role of rep in ""neighbors"" and starred in ""sex tape"" as edward, he also played martinson in ""they came together"" and played the role of kim jong-un in ""the interview"".","select title, role from T where year = 2014;",8,130,"title | role
neighbors | rep
sex tape | edward
they came together | martinson
the interview | kim jong-un"
1459,Did Laverne Cox ever appear as herself in any works?,"yes, laverne cox appeared as herself in ""i want to work for diddy"", ""transform me"", and ""lip sync battle"".","laverne cox appeared as herself in i want to work for diddy (2008), transform me (2010), and lip sync battle (2016-2019).","select title, role from T where role = ""herself"";",6,65,"title | role
i want to work for diddy | herself
transform me | herself
lip sync battle | herself"
21559,"Which countries came in first and second during the 1958 Eisenhower Trophy, and what were their respective scores?","during the 1958 eisenhower trophy, australia and the united states came in first and second respectively. both countries had a score of 918.","australia won the eisenhower trophy, beating the united states by 222 to 224, in a playoff after both teams had finished on 918.","select country, score from T where row_number in (0, 1);",4,145,"country | score
australia | 244-226-221-227=918
united states | 233-232-225-228=918"
2252,How many games did Peter Lee play with the Pittsburgh Penguins?,peter lee did not play any regular season games with the pittsburgh penguins.,peter lee played 431 national hockey league games with the pittsburgh penguins..,select regular_season from T ,30,480,"regular_season
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None"
21553,Which candidates participated in the 2016 Kentucky Republican Primary for United States Senate and how many votes did each candidate receive?,"in the 2016 kentucky republican primary for united states senate, the candidates who participated were rand paul, james gould, and stephen slaughter. rand paul received 169,180 votes, james gould received 16,611 votes, and stephen slaughter received 13,728 votes.","paul of the republican party won the 2016 united states senate elections receiving 169,180 votes, james gould received 16,611 and stephen slaughter received 13,728.","select candidate, votes from T ",8,24,"candidate | votes
rand paul | 169180
james gould | 16611
stephen slaughter | 13728
total votes | 199519"
15052,Who won the 1945 election and what proportion of the seats did they win?,there is missing information in the provided table. the table only shows the result for invalid/blank votes and does not provide information about the winning party or the proportion of seats they won.,"the result was a victory for the austrian people's party, which received 85 of the 165 seats.","select parties, seats from T where seats = (select max(seats) from T);",2,42,"parties | seats
invalid/blank votes | –"
10606,What film roles did Alex D. Linz have in 1997?,"in 1997, alex d. linz had the film role of alex pruitt in the movie ""home alone 3"".",alex d. linz starred in the films home alone 3 in 1997 as alex pruitt.,"select title, role from T where year = 1997;",2,90,"title | role
home alone 3 | alex pruitt"
9856,How many fans attended the October 9th and October 10th Cleveland Indians games?,"a total of 81,897 fans attended the october 9th and october 10th cleveland indians games.","81,897 fans attended 1948 cleveland indians season but one day later, that record was broken during game 5.","select attendance from T where date in (""october 9"", ""october 10"");",2,30,"attendance
81897
86288"
12710,"Who came in second to Fabian Coulthard during the 2016 Clipsal 500 Top Ten Shootout, and what was his time?","chaz mostert from australia came in second to fabian coulthard during the 2016 clipsal 500 top ten shootout, with a time of 1:21.3071.","of the remaining runners, mostert got closest to coulthard's time with 1:21.3071.","select driver, time from T where pos = 2;",2,77,"driver | time
australia chaz mostert | 1:21.3071"
14923,What and when were Akhila Kishore's first two films?,"akhila kishore's first two films were ""padhe padhe"" released in 2013 and ""kathai thiraikathai vasanam iyakkam"" released in 2014.","akhila kishore made her debut in the kannada film padhe padhe (2013), and appeared in kathai thiraikathai vasanam iyakkam (2014).","select film, year from T limit 2;",4,30,"film | year
padhe padhe | 2013
kathai thiraikathai vasanam iyakkam | 2014"
10674,How many of each type of sponsor did the 1998 Winter Olympics have?,"the 1998 winter olympics had 18 worldwide olympic partners, 18 gold sponsors, and 18 official supporters and suppliers.","the 1998 winter olympics had 11 worldwide olympic partners, eight gold sponsors, and 18 official supporters and suppliers.","select count(worldwide_olympic_partners) as num_worldwide_olympic_partners, count(gold_sponsors) as num_gold_sponsors, count(official_supporters_and_suppliers) as num_official_supporters_and_suppliers from T;",3,72,"num_worldwide_olympic_partners | num_gold_sponsors | num_official_supporters_and_suppliers
18 | 18 | 18"
21442,By what vote count and percentage did Mia B. Love lose to Jim Matheson?,"mia b. love lost to jim matheson by a vote count of 119,803 and a percentage of 48.84%.","love lost the election to jim matheson by 768 votes out of 245,277 votes cast, a difference of 0.31%.","select votes, _ from T ",10,30,"votes | _
119803 | 48.84
119035 | 48.53
6439 | 2.63
245277 | 100
democratic win (new seat) | democratic win (new seat)"
12227,What was Noel Comia Jr awarded for in 2017 as best actor at Cinemalaya?,"noel comia jr was awarded for his performance in the film ""kiko boksingero"" as the best actor at cinemalaya in 2017.","in 2017, noel jr. was awarded the best actor at the cinemalaya 2017 for kiko boksingero.","select award, category, work, result from T ",64,96,"award | category | work | result
27th aliw awards | best child performer | kapi’s hua mulan | won
2015 philstage gawad buhay! | male featured performance in a musical | repertory philippines’ secret garden | cited
2015 philstage gawad buhay! | outstanding male lead performance in a musical | tanghalang pilipino’s prinsipe munti | nominated
29th aliw awards | best child performer | repertory philippines’ secret garden | won
2016 philstage gawad buhay! | male featured performance in a musical | ballet philippines’ awitin mo at isasayaw ko | cited
cinemalaya 2017 | best actor | kiko boksingero | won
30th aliw awards | best child performer | atlantis productions' fun home | won
the 2017 broadwayworld regional award | best actor (musical) | peta's tagu-taguan, nasaan ang buwan? | won
34th pmpc star awards for movies | movie child performer of 2023 | kiko boksingero | nominated
2017 philstage gawad buhay! | male featured performance in a play | peta's ang buhay ni galileo | nominated
famas 2018 | best actor | kiko boksingero | nominated
gawad urian 2018 | best actor | kiko boksingero | nominated
awit awards 2018 | best song written for movie/tv/stage play | alaalarawan (kiko boksingero) | nominated
ycc film desk | best performance | kiko boksingero | nominated
urduja film festival 2018 | best young actor | kiko boksingero | won
31st aliw awards | hall of fame awardee | best child performer | won"
14705,Who won the 1969 Turkish general election and how many seats did they win?,there is no information provided in the table or query result about the winner of the 1969 turkish general election and the number of seats they won.,"the 1969 turkish general election result was a victory for the justice party, which won 256 of the 450 seats.","select party, seats from T order by seats desc limit 1;",2,72,"party | seats
invalid/blank votes | –"
9630,What role did Melonie Diaz take after 2005?,"after 2005, melonie diaz took on various roles including young laurie, unnamed actress, anna, brianne, mimi, cristina, veronica, clara, alma, ivonne, marissa, gwen, liana, isabelle, sophina, jen,","melonie diaz appeared as blanca in lords of dogtown (2005) and as laurie in a guide to recognizing your saints (2006), and she was nominated for an independent spirit award for best supporting female.",select role from T where year > 2005;,23,135,"role
young laurie
unnamed actress
anna
brianne
mimi
cristina
veronica
clara
alma
ivonne
marissa
gwen
liana
isabelle
sophina
jen
carmen
ellie
dany wilkins
ms. meier
mia
gloria
juani"
12323,What was the voter turnout for the 2004 Philippine presidential election?,the voter turnout for the 2004 philippine presidential election was not provided in the given table.,"in 2004 philippine presidential election, out of the 43,895,324 registered voters, there was a voter turn-out of 76.34%.","select votes from T where candidates = ""none"";",7,72,"votes
12905808
11782232
3510080
2082762
1988218
none
none"
12125,How did Lansiquot perform in the 2018 European Championships in Berlin?,"in the 2018 european championships in berlin, lansiquot finished 5th in the 100m race with a time of 11.74 seconds. she also won gold medals in the 4x100m relay with times of 44.18 seconds and 42.52 seconds. additionally, she","in 2018, at the european championships in berlin, lansiquot placed sixth in the 100 metres, before winning a gold medal in the 4 × 100 metres event.","select position, event, notes from T ",21,49,"position | event | notes
5th | 100 m | 11.74
1st | 4 × 100 m | 44.18
4th | 100 m | 11.37
4th | 100 m | 11.58
1st | 4 × 100 m | 42.52
6th | 100 m | 11.14
1st | 4 × 100 m | 41.8"
8345,What award nomination did Kin Stanely receive for the role Lillian Farmer in the film Frances (1982) and what role did she play in the film The Right Stuff (1983)?,"kim stanley received an academy award nomination for best supporting actress and a golden globe award nomination for best supporting actress - motion picture for her role as lillian farmer in the film frances (1982). in the film the right stuff (1983), she played the role of pancho barnes.",kim stanley received a nomination for the academy award for best supporting actress as farmer in film frances (1982) and appeared as pancho barnes in the right stuff (1983).,"select notes, role from T ",12,30,"notes | role
none | emily ann faulkner
voice, uncredited | scout as an adult – narrator
laurel award for top dramatic performance, female (3rd place) national board of review award for best actress new york film critics circle award for best actress nominated-academy award for best actress nominated-bafta award for best actress in a leading role; | myra savage
none | masha
nominated-academy award for best supporting actress nominated-golden globe award for best supporting actress – motion picture | lillian farmer
none | pancho barnes"
21248,Which French league and club team did Andreas Wolf play for during the 2012-13 season?,andreas wolf played for ligue 2 and the club team during the 2012-13 season.,wolf played for the monaco club in ligue 2 during the 2012-2013 season.,"select league, club from T ",40,240,"league | club
division | club
germany | germany
bundesliga | 2001–2
bundesliga | 2002–3
2. bundesliga | 2003–4
bundesliga | 2004–5
bundesliga | 2005–6
bundesliga | 2006–7
bundesliga | 2007–8
2. bundesliga | 2008–9
bundesliga | 2009–10
bundesliga | 2010–11
bundesliga | 2011–12
france | france
ligue 2 | 2011–12
ligue 2 | 2012–13
ligue 1 | 2013–14
germany | total
france | total
career total | career total"
2124,How long did Matthews play for the OLA Jr A Whitby Warriors?,there is no information provided in the table or sql query about how long mark matthews played for the ola jr a whitby warriors.,matthews played for the ola jr a whitby warriors for three years.,"select regular_season, regular_season1, regular_season2, regular_season3, regular_season4, playoffs, playoffs1, playoffs2, playoffs3, playoffs4 from T ",60,96,"regular_season | regular_season1 | regular_season2 | regular_season3 | regular_season4 | playoffs | playoffs1 | playoffs2 | playoffs3 | playoffs4
None | gp | g | a | pts | pim | None | gp | g | a
None | 20 | 28 | 36 | 64 | 10 | None | none | none | none
None | 12 | 20 | 32 | 52 | none | None | none | none | none
None | 13 | 34 | 39 | 73 | 6 | None | none | none | none
None | none | none | none | none | none | None | none | none | none
None | none | none | none | none | none | None | none | none | none"
12569,"Did Kipsubai Koskei win a medal at any events in the African Championships, and if so what was his time and was it record-breaking?","yes, kipsubai koskei won medals in the 1500m, 5000m, and 10000m events at the east and central african championships. his times were 3:41.6 in the 1500m, t13:50.3 in the 5000","kipsubai koskei got a gold medal in the 10,000 metres at the african championships, which he won in a championship record time of 28:11.70 minutes.","select competition, event, position, notes from T where competition = ""east and central african championships"" and position = ""1st"";",16,91,"competition | event | position | notes
east and central african championships | 1500 m | 1st | 3:41.6
east and central african championships | 5000 m | 1st | t13:50.3
east and central african championships | 10000 m | 1st | 28:48.36
east and central african championships | 10000 m | 1st | 28:59.1"
14076,"What roles did Louise Crawford play on Neighbors, and when did she play them?","louise crawford played the roles of katrina (2016-2017), ellen crabb (2013, 2016-), hostess (2014), leah (2012), reporter at bomb site (2012), susie (2011), sally fraser (2011), connie (2011), tam","louise crawford appeared in neighbours as abby stafford in 2007 and as ""detective ellen crabb"" in 2013, reprising the role again in 2016.","select role, year from T ",54,135,"role | year
katrina | 2016-2017
ellen crabb | 2013, 2016–
hostess | 2014
leah | 2012
reporter at bomb site | 2012
susie | 2011
sally fraser | 2011
connie | 2011
tammy | 2010
jen | 2008
sgt. karen hatzic | 2007
abby stafford | 2007
spunky girl | 2005
lisa jones | 2005
waitress | 2004
box office manager | 2004
second prisoner | 2003
lycia | 2002
waitress | 2002
series host | 2001
lycia | 2001
lynette newman | 2000
lucy hill | 1998
selina roberts | 1996
series host | 1996
shelley radcliffe | 1995
judy | 1994"
12329,How did Biden do in the 1972 US Senate election?,"in the 1972 us senate election, joe biden received 116,006 votes, which accounted for 50.48% of the total votes.","biden won the 1972 united states senate elections by a margin of 3,162 votes.","select candidate, votes, _ from T where candidate = ""joe biden"";",3,49,"candidate | votes | _
joe biden | 116006 | 50.48%"
931,"What role did William Moseley play in the 2016 film ""Friend Request""?","william moseley did not play a role in the 2016 film ""friend request"" according to the given table.","in 2016, moseley starred as tyler in the film friend request.",select role from T ,17,85,"role
peter pevensie
peter pevensie
peter pevensie
wheeler
cameron ainsworth
daniel lombardio
anderl gruber
gerry cross
jared
tyler
young man
cy
aysel
cam harrison
dook adams
jaroslav žižka
none"
21451,When and where did Esperanza Spalding win the Jazz Artist of the Year award?,esperanza spalding won the jazz artist of the year award in 2011 at the boston music awards.,"in 2011, spalding won ""jazz artist of the year"" at the boston music awards.","select year, event from T where award = ""jazz artist of 2023"";",2,48,"year | event
2011 | boston music awards"
12425,How did Napolitano perform compared to the other candidates?,"napolitano received 5580 votes, but there is no information provided about the votes received by other candidates, so it is not possible to determine how napolitano performed compared to the other candidates.","on election day, napolitano was the top vote-getter with 5,580 votes, outpacing her republican running mates as well as her democrat opponents.","select candidate, votes from T where candidate = ""victoria napolitano"";",2,36,"candidate | votes
victoria napolitano | 5580"
16753,What was the competition name and Fuamatu's position and throw distance for his second-to-last competition?,the competition name was the pacific games and fuamatu's position was 2nd in the shot put event with a throw distance of 18.11 m.,"fuamatu won silver at the 2011 pacific games, his second-to-last competition, with a throw of 18.11 metres.","select competition, position, event, notes from T where row_number = (select max(row_number) - 1 from T);",4,70,"competition | position | event | notes
pacific games | 2nd | shot put | 18.11 m"
20773,How many seats did the Radical Left win and how many total seats were there?,the radical left won 79 seats out of a total of 79 seats in the 1848 swiss federal election.,the radical left won 79 of the 111 seats.,"select seats, sum(seats) from T where party = ""radical left"";",2,40,"seats | sum(seats)
79 | 79"
10097,"What roles did Johanna Wokalek play in Silent Resident and North Face, respectively?","in silent resident, johanna wokalek played the role of anna. in north face, she played the role of luise fellner.",johanna wokalek played anna in silent resident in 2007 and starred as luise fellner in north face.,"select title, role from T ",30,75,"title | role
rose bernd | rose
aimée & jaguar | ilse
alma – a show biz ans ende | alma mahler
emilia galotti | emilia galotti
hierankl | lene thurner
die kirschenkönigin | ruth von roll
barfuss | leila
silent resident | anna
north face | luise fellner
the baader meinhof complex | gudrun ensslin
pope joan | johanna von ingelheim
the (2023-11-282023-11-29,p1d) | cecilia kuper
the pursuit of unhappiness | tiffany blechschmid
landgericht | claire kornitzer
freedom | nora"
12367,What span of days was the 2019 Eric Clapton World Tour in Tokyo for?,"the 2019 eric clapton world tour was in tokyo for a span of 8 days, from april 13th to april 20th.",the eric clapton world tour 2019 was in tokyo on 13 april 2019 through 20 april 2019.,"select min(date), max(date) from T where city = ""tokyo"";",2,147,"min(date) | max(date)
2019-4-13 | 2019-4-20"
1475,Did Drew Cary make any appearances as himself?,"yes, drew carey made appearances as himself in the movies ""the big tease,"" ""the aristocrats,"" and ""jack and jill.""",carey appeared as himself in the aristocrats (2005) and provided cameos as himself in the big tease (1999) and jack and jill (2011).,"select title, role from T where role = ""himself"";",6,30,"title | role
the big tease | himself
the aristocrats | himself
jack and jill | himself"
21072,What named roles did Bel Kutner play in 1997 and 1999?,"in 1997, bel kutner played the role of helena jordão ferraz. in 1999, bel kutner played the roles of maria gonzaga do amaral and none.","in 1997, bel kutner appeared in anjo mau as helena jordão ferraz and in 1999 she played maria gonzaga do amaral in chiquinha gonzaga.","select role, year from T where year in (1997, 1999);",6,160,"role | year
helena jordão ferraz | 1997
maria gonzaga do amaral | 1999
none | 1999"
8317,"According to the Census of India, how many houses were in Jatike, what was the total population and how many makes and females were in that total population?","according to the census of india, jatike had a total of 190 houses. the total population was not provided, and the number of males and females in the population was also not provided.","according to the census of india, jatike has a total number of 190 houses and population of 946, of which 493 are males and 453 are females.","select particulars, total, male, female from T where row_number = 0;",4,145,"particulars | total | male | female
total no. of houses | 190 | None | None"
1616,Did Langenkamp play any roles in only a television pilot?,"yes, langenkamp played the role of hope sherman in the television pilot ""suburban beat"".","in 1985, langenkamp played as hope sherman in a tv pilot suburban beat.","select title, role from T where notes = ""television pilot"";",2,115,"title | role
suburban beat | hope sherman"
21301,How many league and overall appearances did Joe Maloney have while playing for Shrews?,joe maloney had 14 league appearances and 14 overall appearances while playing for shrews.,joe maloney made 237 league appearances and 249 appearances overall in shrews.,"select league, total from T ",32,192,"league | total
apps | apps
6 | 6
6 | 6
12 | 12
45 | 46
46 | 50
43 | 44
43 | 44
46 | 51
14 | 14
237 | 249
14 | 14
19 | 20
7 | 7
26 | 27
276 | 289"
9209,In what year was Bruce M. Fischer most active?,bruce m. fischer was most active in the year 1971.,"in 1971 bruce m. fischer was most active, appearing in 4 films: a town called hell, doc, captain apache, and man in the wilderness.","SELECT year, COUNT(*) as activity_count
FROM T
GROUP BY year
ORDER BY activity_count DESC
LIMIT 1;",2,100,"year | activity_count
1971 | 4"
20717,Which club did Masahiro Iwata play for in 2002?,masahiro iwata played for nagoya grampus 8 in 2002.,"in 2002, masahiro iwata played for japan football league (jfl) club sc tottori.","select club_performance1, club_performance2, league, league1, cup, cup1, league_cup, league_cup1, total, total1 from T;",130,156,"club_performance1 | club_performance2 | league | league1 | cup | cup1 | league_cup | league_cup1 | total | total1
club | league | apps | goals | apps | goals | apps | goals | apps | goals
japan | japan | league | league | emperor's cup | emperor's cup | j.league cup | j.league cup | total | total
nagoya grampus 8 | j1 league | 7 | 0 | none | none | 1 | 0 | 8 | 0
nagoya grampus 8 | j1 league | 1 | 0 | none | none | 0 | 0 | 1 | 0
sc tottori | football league | 6 | 0 | none | none | none | none | 6 | 0
sc tottori | football league | 10 | 1 | none | none | none | none | 10 | 1
sc tottori | football league | 18 | 1 | none | none | none | none | 18 | 1
fc gifu | regional leagues | none | none | none | none | none | none | none | none
fc gifu | regional leagues | none | none | none | none | none | none | none | none
fc gifu | football league | 21 | 1 | none | none | none | none | 21 | 1
fc gifu | j2 league | 14 | 0 | none | none | none | none | 14 | 0
japan | japan | 77 | 3 | 0 | 0 | 1 | 0 | 78 | 3
total | total | 77 | 3 | 0 | 0 | 1 | 0 | 78 | 3"
479,When did Admiral Özden Örnek serve in the Turkish Naval Forces?,"admiral özden örnek served in the turkish naval forces from august 28, 2003, to august 26, 2005.",özden örnek was the commander of the turkish naval forces from 2003 to 2005.,"select took_office, left_office from T where commander = ""admiral özden örnek"";",2,156,"took_office | left_office
2003-8-28 | 2005-8-26"
14712,"What award did Waldman's arrangement of the ""Spiderman Theme"" win and when?","randy waldman's arrangement of the ""spiderman theme"" won a grammy award in both 2019 and 1984.","waldman's arrangement of the ""spiderman theme"" won the grammy award for best arrangement, instrumental and vocals at the grammy awards in 2019.","select award, year from T ",6,21,"award | year
grammy award | 1984
grammy award | 2019
grammy award | 2019"
8589,What are the two remaining issues?,the two remaining issues are the marshall jtm45 2245thw and the marshall jtm45 1963.,"in 2014 marshall reissued a ""handwired"" 30 w 2245thw based on the jtm45.",select * from T,48,48,"row_number | model_number | watts | dates | features | notes
0 | jtm45 | 35–45 | 1963–1964 | 2 channels, 4 inputs | also available in bass and pa versions
1 | 1963 | 50 | 1965–1966 | 4 channels, 8 inputs | pa version; ""jtm50 mk iii""
2 | 1985 | 45 | 1965–1966 | 2 channels, 4 inputs | pa version of jtm50 mk ii
3 | 1986 | 45 | 1965–1966 | high treble and normal channels | bass version of jtm50 mk ii
4 | 1987 | 45 | 1965–1966 | high treble and normal channels | lead version of jtm50 mk ii; also with tremolo as model t1987
5 | 1989 | 45 | 1965–1966 | for electronic organs | also with tremolo as model t1989
6 | jtm 45 (2245) | 30 | 1989– | 2 channels, 4 inputs | reissue of original jtm45 (1987)
7 | 2245thw | 30 | 2014– | handwired head, circuitry identical with bluesbreaker | none"
443,What role did Rebolledo play in 2000?,"in 2000, rebolledo played the role of lt. orra.","in 2000, rebolledo appeared as lt. orra on the law & order episode ""vaya con dios"".",select role from T where year = 2000;,1,45,"role
lt. orra"
21620,Little Glee Monster won what award in what 2018 event in Europe?,little glee monster won the award for best japanese act at the 2018 mtv europe music awards.,"in 2018, little glee monster won an award at the 2018 mtv europe music awards for best japanese act category.","select award, category from T ",4,12,"award | category
mtv video music awards japan | best cinematography
mtv europe music awards | best japanese act"
9858,"Who were the first and second place finishers, and how much did first win by?","the first and second place finishers in the women's 400 metres at the 2008 summer olympics were christine ohuruogu and shericka williams, respectively. ohuruogu won by a margin of 0.07 seconds.","christine ohuruogu ran in 49.62 seconds, just pipping shericka williams by 0.07 seconds in 2008 summer olympics – women's 400 metres.","select name, rank, time from T ",24,56,"name | rank | time
ohuruogu, christinechristine ohuruogu | none | 49.62
williams, sherickashericka williams | none | 49.69
richards, sanyasanya richards | none | 49.93
gushchina, yuliayulia gushchina | 4 | 50.01
whyte, rosemarierosemarie whyte | 5 | 50.68
montsho, amantleamantle montsho | 6 | 51.18
kapachinskaya, anastasiaanastasia kapachinskaya | dsq | 50.03
firova, tatianatatiana firova | dsq | 50.11"
8192,"Which sectors were 59.5%, 8.2%, and 5.2% of employees in Paris engaged in?","in paris, 59.5% of employees were engaged in the commerce, transport, services sector, 8.2% were engaged in the industry sector, and 5.2% were engaged in the construction sector.","59.5 percent of employees in paris are engaged in commerce, transport and services, 8.2 percent in industry and 5.2 percent in construction.",select sector from T ,5,20,"sector
agriculture
industry
construction
commerce, transport, services
administration, education, health, social services"
12132,What categories was Esom nominated for in 2014?,esom was nominated for the category of best new actress in 2014.,"in 2014, esom was nominated for scarlet innocence for the best new actress category.","select category from T where year = 2014 and result = ""nominated"";",2,84,"category
best new actress
best new actress"
12417,How does the number of cast votes compared to registered voters in the Inverness-shire election?,"in the inverness-shire election, there were 669 registered voters, but the number of cast votes is not provided in the table.",467 votes were cast in the inverness-shire (uk parliament constituency) while the number of registered electors was 669.,"select votes, _ from T;",12,42,"votes | _
257 | 55
210 | 45
47 | 10
467 | 69.8
669 | none
swing | n/a"
8384,Which songs brought the consecutive wins as Favorite Artist Philippines at the 2002 and 2003 MTV Asia Awards for Regine Velasquez?,"the songs ""to reach you"" and ""sa aking pag-iisa (remix)"" brought consecutive wins as favorite artist philippines at the 2002 and 2003 mtv asia awards for regine velasquez.","""to reach you"" and ""sa aking pag-iisa"", gave velasquez two consecutive wins as favorite artist philippines at the 2002 and 2003 mtv asia awards.","select nominee___work from T where year in (2002, 2003) and award = ""favorite artist philippines"" and result = ""won"";",2,18,"nominee___work
""to reach you""
""sa aking pag-iisa (remix)"""
484,What did Buddy Miller win the Grammy Awards for?,"buddy miller won the grammy award for best traditional gospel album in 2010 for his work ""downtown church"".","miller produced patty griffin's downtown church, which was released in 2010 and won a grammy award for best traditional gospel album.","select year, category, work from T where result = ""won"";",3,20,"year | category | work
2010 | best traditional gospel album | downtown church"
8479,When did Mikael Nilsson score his first international goal?,"mikael nilsson scored his first international goal on november 20, 2002 in a friendly match.","mikael nilsson scored his first two international goals on november 20th, 2002 against the cazech republic in a 3-3 draw.",select date from T where score = '1–1' and result = '3–3' and competition = 'friendly';,1,24,"date
2002-11-20"
9521,What were Grace Victoria Cox's longest running roles?,"grace victoria cox's longest running role was as melanie cross in the tv show ""under the dome"" from 2014-2015.",grace victoria cox is known for playing as melanie cross in under the dome (2014–15) and as veronica sawyer in heathers (2018).,"select title, role, year from T order by length(year) desc limit 1;",3,35,"title | role | year
under the dome | melanie cross | 2014–2015"
21284,How did Louis Oosthuizen perform compared to Calcavecchia in the second round of the 2010 Open Championship?,"in the second round of the 2010 open championship, louis oosthuizen scored 67, while calcavecchia scored 67 as well.","louis oosthuizen shot 67 to move into first place at 132 (−12), five shots ahead of calcavecchia.","select player, score from T where place = 1 or place = 2;",4,78,"player | score
louis oosthuizen | 65-67=132
mark calcavecchia | 70-67=137"
