id,question,response,answer,sql,r_num_cell,t_num_cell,linear_table
12393,How many goals and appearances did Mullins make for West Ham?,mullins made 180 appearances and scored 4 goals for west ham.,"mullins made a total of 213 appearances for west ham, scoring 7 goals.","select club, season, league, league1, league2, total, total1 from T;",196,392,"club | season | league | league1 | league2 | total | total1
club | season | division | apps | goals | apps | goals
crystal palace | 1998–99 | division 1 | 40 | 5 | 47 | 5
crystal palace | 1999–2000 | division 1 | 45 | 10 | 49 | 11
crystal palace | 2000–1 | division 1 | 41 | 1 | 51 | 1
crystal palace | 2001–2 | division 1 | 43 | 0 | 47 | 0
crystal palace | 2002–3 | division 1 | 43 | 2 | 52 | 3
crystal palace | 2003–4 | division 1 | 10 | 0 | 11 | 0
crystal palace | total | total | 222 | 18 | 257 | 20
west ham united | 2003–4 | division 1 | 27 | 0 | 34 | 1
west ham united | 2004–5 | championship | 37 | 1 | 45 | 1
west ham united | 2005–6 | premier league | 35 | 0 | 42 | 1
west ham united | 2006–7 | premier league | 30 | 2 | 32 | 3
west ham united | 2007–8 | premier league | 34 | 0 | 39 | 0
west ham united | 2008–9 | premier league | 17 | 1 | 21 | 1
west ham united | total | total | 180 | 4 | 213 | 7
portsmouth | 2008–9 | premier league | 17 | 0 | none | none
portsmouth | 2009–10 | premier league | 18 | 0 | 27 | 0
portsmouth | 2010–11 | championship | 45 | 2 | 49 | 2
portsmouth | 2011–12 | championship | 34 | 1 | 36 | 1
portsmouth | total | total | 114 | 3 | 129 | 3
reading (loan) | 2011–12 | championship | 7 | 0 | none | none
birmingham city | 2012–13 | championship | 28 | 2 | 30 | 2
birmingham city | 2013–14 | championship | 8 | 0 | 9 | 0
birmingham city | total | total | 36 | 2 | 39 | 2
notts county (loan) | 2013–14 | league 1 | 16 | 1 | none | none
notts county | 2014–15 | league 1 | 32 | 0 | 35 | 0
notts county | total | total | 48 | 1 | 51 | 1
career total | career total | career total | 607 | 28 | 696 | 33"
12369,What was Michael Winterbottom's contribution to the episodes of the mad woman in 1993?,"michael winterbottom directed the episodes of ""the mad woman"" in 1993.","in 1993, michael winterbottom directed the episodes of the mad woman in the attic in jimmy mcgovern's cracker.","select directed_by from T where title like ""%mad woman%"" and original_airdate like ""1993%"" and directed_by = ""michael winterbottom"";",2,98,"directed_by
michael winterbottom
michael winterbottom"
21103,What is the top songs of the Album ancient hearts of 1988?,"the top songs of the album ""ancient heart"" in 1988 are ""good tradition"" (chart position 10) and ""twist in my sobriety"" (chart position 22).","tanita tikaram achieved chart success with the singles ""twist in my sobriety"" and ""good tradition"" from her 1988 debut album, ancient heart.","select title, chart_positions from T where album = ""ancient heart"" and year = 1988;",4,360,"title | chart_positions
""good tradition"" | 10
""twist in my sobriety"" | 22"
1909,What team and league did Guillaume Desbiens appear in the 2005-06 season?,guillaume desbiens appeared for the gwinnett gladiators in the echl league during the 2005-06 season.,"in the 2005–06 season, guillaume desbiens appeared for the chicago wolves of the ahl and the gwinnett gladiators of the echl.",select * from T,384,384,"row_number | _ | _1 | _2 | regular_season | regular_season1 | regular_season2 | regular_season3 | regular_season4 | playoffs | playoffs1 | playoffs2 | playoffs3 | playoffs4 | _3 | _4
0 | season | team | league | None | gp | g | a | pts | pim | None | gp | g | a | pts | pim
1 | 2001–2 | rouyn-noranda huskies | qmjhl | None | 65 | 14 | 10 | 24 | 115 | None | 4 | 1 | 1 | 2 | 9
2 | 2002–3 | rouyn-noranda huskies | qmjhl | None | 64 | 15 | 18 | 33 | 233 | None | 4 | 0 | 0 | 0 | 4
3 | 2003–4 | rouyn-noranda huskies | qmjhl | None | 58 | 20 | 21 | 41 | 199 | None | 11 | 2 | 2 | 4 | 24
4 | 2004–5 | rouyn-noranda huskies | qmjhl | None | 56 | 27 | 16 | 43 | 206 | None | 10 | 1 | 4 | 5 | 25
5 | 2005–6 | chicago wolves | ahl | None | 3 | 0 | 0 | 0 | 7 | None | — | — | — | — | —
6 | 2005–6 | gwinnett gladiators | echl | None | 65 | 33 | 27 | 60 | 187 | None | 17 | 10 | 6 | 16 | 38
7 | 2006–7 | chicago wolves | ahl | None | 54 | 3 | 6 | 9 | 118 | None | 6 | 0 | 1 | 1 | 2
8 | 2007–8 | chicago wolves | ahl | None | 23 | 2 | 1 | 3 | 30 | None | 1 | 0 | 1 | 1 | 0
9 | 2007–8 | gwinnett gladiators | echl | None | 10 | 2 | 5 | 7 | 46 | None | 8 | 3 | 6 | 9 | 10
10 | 2008–9 | manitoba moose | ahl | None | 78 | 21 | 26 | 47 | 158 | None | 22 | 4 | 8 | 12 | 18
11 | 2009–10 | manitoba moose | ahl | None | 67 | 19 | 15 | 34 | 144 | None | 6 | 3 | 6 | 9 | 17
12 | 2009–10 | vancouver canucks | nhl | None | 1 | 0 | 0 | 0 | 2 | None | — | — | — | — | —
13 | 2010–11 | manitoba moose | ahl | None | 53 | 11 | 16 | 27 | 104 | None | 13 | 1 | 3 | 4 | 31
14 | 2010–11 | vancouver canucks | nhl | None | 12 | 0 | 0 | 0 | 10 | None | — | — | — | — | —
15 | 2011–12 | abbotsford heat | ahl | None | 59 | 3 | 11 | 14 | 114 | None | — | — | — | — | —
16 | 2011–12 | calgary flames | nhl | None | 10 | 0 | 0 | 0 | 25 | None | — | — | — | — | —
17 | 2012–13 | chicago wolves | ahl | None | 52 | 4 | 4 | 8 | 118 | None | — | — | — | — | —
18 | 2013–14 | lake erie monsters | ahl | None | 62 | 8 | 6 | 14 | 200 | None | — | — | — | — | —
19 | 2014–15 | dornbirner ec | ebel | None | 53 | 12 | 12 | 24 | 148 | None | — | — | — | — | —
20 | 2015–16 | hdd olimpija ljubljana | ebel | None | 6 | 0 | 0 | 0 | 6 | None | — | — | — | — | —
21 | 2015–16 | sheffield steelers | eihl | None | 29 | 7 | 16 | 23 | 96 | None | 2 | 1 | 0 | 1 | 2
22 | 2016–17 | sheffield steelers | eihl | None | 52 | 8 | 15 | 23 | 130 | None | 4 | 2 | 0 | 2 | 2
23 | nhl totals | nhl totals | nhl totals | None | 23 | 0 | 0 | 0 | 37 | None | — | — | — | — | —"
12366,What was the history of C. M. Newton as the head coach?,"as the head coach, c. m. newton had the following history:","c. m. newton served as the head coach at transylvania from 1956 to 1968, alabama from 1968 to 1980, and vanderbilt from 1981 to 1989, compiling a record of 509–375.","select season, team, overall, conference, standing, postseason from T;",168,196,"season | team | overall | conference | standing | postseason
transylvania pioneers () (1956–1968) | transylvania pioneers () (1956–1968) | transylvania pioneers () (1956–1968) | transylvania pioneers () (1956–1968) | transylvania pioneers () (1956–1968) | transylvania pioneers () (1956–1968)
transylvania: | transylvania: | 169–137 | none | none | none
alabama crimson tide (southeastern conference) (1968–1980) | alabama crimson tide (southeastern conference) (1968–1980) | alabama crimson tide (southeastern conference) (1968–1980) | alabama crimson tide (southeastern conference) (1968–1980) | alabama crimson tide (southeastern conference) (1968–1980) | alabama crimson tide (southeastern conference) (1968–1980)
1968–69 | alabama | 4–20 | 1–17 | 10th | none
1969–70 | alabama | 8–18 | 5–13 | 9th | none
1970–71 | alabama | 10–16 | 6–12 | t–8th | none
1971–72 | alabama | 18–8 | 13–5 | 3rd | none
1972–73 | alabama | 22–8 | 13–5 | t–2nd | nit fourth place
1973–74 | alabama | 22–4 | 15–3 | t–1st | none
1974–75 | alabama | 22–5 | 15–3 | t–1st | ncaa division i first round
1975–76 | alabama | 23–5 | 15–3 | 1st | ncaa division i second round
1976–77 | alabama | 25–6 | 14–4 | 3rd | nit fourth place
1977–78 | alabama | 17–10 | 11–7 | 4th | none
1978–79 | alabama | 22–11 | 11–7 | t–3rd | nit third place
1979–80 | alabama | 18–12 | 12–6 | t–3rd | nit second round
alabama: | alabama: | 211–123 | 131–85 | none | none
vanderbilt commodores (southeastern conference) (1981–1989) | vanderbilt commodores (southeastern conference) (1981–1989) | vanderbilt commodores (southeastern conference) (1981–1989) | vanderbilt commodores (southeastern conference) (1981–1989) | vanderbilt commodores (southeastern conference) (1981–1989) | vanderbilt commodores (southeastern conference) (1981–1989)
1981–82 | vanderbilt | 15–13 | 7–11 | t–7th | none
1982–83 | vanderbilt | 19–14 | 9–9 | t–4th | nit second round
1983–84 | vanderbilt | 14–15 | 8–10 | t–7th | none
1984–85 | vanderbilt | 11–17 | 4–14 | 10th | none
1985–86 | vanderbilt | 13–15 | 7–11 | 7th | none
1986–87 | vanderbilt | 18–16 | 7–11 | t–8th | nit quarterfinal
1987–88 | vanderbilt | 20–11 | 10–8 | t–4th | ncaa division i sweet 16
1988–89 | vanderbilt | 19–14 | 12–6 | t–2nd | ncaa division i first round
vanderbilt: | vanderbilt: | 129–115 | 64–80 | none | none
total: | total: | 509–375 | none | none | none
national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion"
17085,What teams and leagues did Engelland play for in 2003-04?,"in 2003-04, engelland played for the las vegas wranglers in the echl and the lowell lock monsters in the ahl.",deryk engelland split the 2003–04 season between the las vegas wranglers of the echl and the lowell lock monsters of the american hockey league (ahl).,select * from T,448,448,"row_number | _ | _1 | _2 | regular_season | regular_season1 | regular_season2 | regular_season3 | regular_season4 | playoffs | playoffs1 | playoffs2 | playoffs3 | playoffs4 | _3 | _4
0 | season | team | league | None | gp | g | a | pts | pim | None | gp | g | a | pts | pim
1 | 1998–99 | moose jaw warriors | whl | None | 2 | 0 | 0 | 0 | 0 | None | — | — | — | — | —
2 | 1999–0 | moose jaw warriors | whl | None | 55 | 0 | 5 | 5 | 62 | None | 4 | 0 | 0 | 0 | 0
3 | 2000–1 | moose jaw warriors | whl | None | 65 | 4 | 11 | 15 | 157 | None | 4 | 0 | 0 | 0 | 10
4 | 2001–2 | moose jaw warriors | whl | None | 56 | 7 | 10 | 17 | 102 | None | 12 | 0 | 2 | 2 | 27
5 | 2002–3 | moose jaw warriors | whl | None | 65 | 3 | 8 | 11 | 199 | None | 13 | 1 | 1 | 2 | 20
6 | 2003–4 | las vegas wranglers | echl | None | 35 | 2 | 11 | 13 | 63 | None | 2 | 0 | 0 | 0 | 0
7 | 2003–4 | lowell lock monsters | ahl | None | 26 | 0 | 0 | 0 | 34 | None | — | — | — | — | —
8 | 2004–5 | las vegas wranglers | echl | None | 72 | 5 | 16 | 21 | 138 | None | — | — | — | — | —
9 | 2005–6 | south carolina stingrays | echl | None | 35 | 3 | 13 | 16 | 20 | None | — | — | — | — | —
10 | 2005–6 | hershey bears | ahl | None | 37 | 0 | 4 | 4 | 77 | None | 1 | 0 | 0 | 0 | 0
11 | 2006–7 | hershey bears | ahl | None | 44 | 4 | 6 | 10 | 95 | None | 14 | 0 | 0 | 0 | 14
12 | 2006–7 | reading royals | echl | None | 6 | 0 | 3 | 3 | 8 | None | — | — | — | — | —
13 | 2007–8 | wilkes-barre/scranton penguins | ahl | None | 80 | 2 | 15 | 17 | 141 | None | 23 | 1 | 3 | 4 | 14
14 | 2008–9 | wilkes-barre/scranton penguins | ahl | None | 80 | 3 | 11 | 14 | 143 | None | 12 | 0 | 2 | 2 | 6
15 | 2009–10 | wilkes-barre/scranton penguins | ahl | None | 71 | 5 | 6 | 11 | 121 | None | 4 | 0 | 1 | 1 | 7
16 | 2009–10 | pittsburgh penguins | nhl | None | 9 | 0 | 2 | 2 | 17 | None | — | — | — | — | —
17 | 2010–11 | pittsburgh penguins | nhl | None | 63 | 3 | 7 | 10 | 123 | None | — | — | — | — | —
18 | 2011–12 | pittsburgh penguins | nhl | None | 73 | 4 | 13 | 17 | 56 | None | 6 | 0 | 1 | 1 | 14
19 | 2012–13 | rosenborg ihk | get | None | 15 | 1 | 8 | 9 | 43 | None | — | — | — | — | —
20 | 2012–13 | pittsburgh penguins | nhl | None | 42 | 0 | 6 | 6 | 54 | None | 7 | 0 | 0 | 0 | 8
21 | 2013–14 | pittsburgh penguins | nhl | None | 56 | 6 | 6 | 12 | 58 | None | — | — | — | — | —
22 | 2014–15 | calgary flames | nhl | None | 76 | 2 | 9 | 11 | 53 | None | 11 | 0 | 1 | 1 | 50
23 | 2015–16 | calgary flames | nhl | None | 69 | 3 | 9 | 12 | 54 | None | — | — | — | — | —
24 | 2016–17 | calgary flames | nhl | None | 81 | 4 | 12 | 16 | 85 | None | 4 | 0 | 0 | 0 | 2
25 | 2017–18 | vegas golden knights | nhl | None | 79 | 5 | 18 | 23 | 24 | None | 20 | 0 | 2 | 2 | 26
26 | 2018–19 | vegas golden knights | nhl | None | 74 | 2 | 10 | 12 | 18 | None | 7 | 0 | 1 | 1 | 8
27 | nhl totals | nhl totals | nhl totals | None | 622 | 29 | 92 | 121 | 542 | None | 55 | 0 | 5 | 5 | 108"
21294,"In the 2015 Tour De France, where and when did the course start and end, and how long was the course in terms of total distance and total stages?","in the 2015 tour de france, the course started in utrecht, netherlands on july 4th and ended in sèvres to paris (champs-élysées) on july 26th. the total distance of the course was 123.3 km (76.6 mi) and","the 3,360.3 km (2,088 mi) 2015 tour de france race consisted of 21 stages, starting on 4 july in utrecht, the netherlands, and concluding on 26 july with the champs-élysées stage in paris.","select course, date, distance, stage from T where stage = 1 or stage = (select max(stage) from T);",8,192,"course | date | distance | stage
utrecht (netherlands) | 4 july | 13.8 km (8.6 mi) | 1.0
sèvres to paris (champs-élysées) | 26 july | 109.5 km (68 mi) | 21.0"
8477,"How long was Adonis' reign as longest-running show, and when was it's streak beaten?","the given question does not match the information provided in the sql query and table. the table is about the longest-running broadway show ""the phantom of the opera"" and does not mention adonis or any streak being beaten.","adonis had a run of 603 performances, the longest-running show on broadway until 1893.","select title, opening_date, closing_date, performances from T where title = ""the phantom of the opera"";",4,144,"title | opening_date | closing_date | performances
the phantom of the opera | 1988-1-26 | none | 12927"
20740,In 2008–09 how did Frese perform as coach at the Maryland Terrapins?,the given table does not provide information about frese's performance as coach at the maryland terrapins in the 2008-09 season.,"in 2008–09, frese was able to coach the team to both the regular season and tournament championships, as well as an ncaa elite eight appearance and 31–5 record.","select season, team, overall, conference, standing, postseason from T;",186,217,"season | team | overall | conference | standing | postseason
ball state cardinals (mid-american conference) (1999–2001) | ball state cardinals (mid-american conference) (1999–2001) | ball state cardinals (mid-american conference) (1999–2001) | ball state cardinals (mid-american conference) (1999–2001) | ball state cardinals (mid-american conference) (1999–2001) | ball state cardinals (mid-american conference) (1999–2001)
1999–2000 | ball state | 16–13 | 8–8 | t–6th | none
2000–1 | ball state | 19–9 | 11–5 | 3rd | none
ball state: | ball state: | 35–22 (.614) | 19–13 (.594) | none | none
minnesota golden gophers (big 10 conference) (2001–2002) | minnesota golden gophers (big 10 conference) (2001–2002) | minnesota golden gophers (big 10 conference) (2001–2002) | minnesota golden gophers (big 10 conference) (2001–2002) | minnesota golden gophers (big 10 conference) (2001–2002) | minnesota golden gophers (big 10 conference) (2001–2002)
2001–2 | minnesota | 22–8 | 11–6 | 3rd | ncaa second round
minnesota: | minnesota: | 22–8 (.733) | 11–6 (.647) | none | none
maryland terrapins (atlantic coast conference) (2002–2014) | maryland terrapins (atlantic coast conference) (2002–2014) | maryland terrapins (atlantic coast conference) (2002–2014) | maryland terrapins (atlantic coast conference) (2002–2014) | maryland terrapins (atlantic coast conference) (2002–2014) | maryland terrapins (atlantic coast conference) (2002–2014)
2002–3 | maryland | 10–18 | 4–13 | 9th | none
2003–4 | maryland | 18–13 | 9–9 | 3rd | ncaa second round
2004–5 | maryland | 22–10 | 9–8 | 5th | ncaa second round
2005–6 | maryland | 34–4 | 14–3 | t–2nd | ncaa champions
2006–7 | maryland | 28–6 | 11–5 | 3rd | ncaa second round
2007–8 | maryland | 33–4 | 14–2 | 2nd | ncaa elite 8
2008–9 | maryland | 31–5 | 15–2 | 1st | ncaa elite 8
2009–10 | maryland | 21–13 | 6–10 | 9th | wnit third round
2010–11 | maryland | 24–8 | 9–5 | 4th | ncaa second round
2011–12 | maryland | 31–5 | 12–4 | 3rd | ncaa elite 8
2012–13 | maryland | 26–8 | 14–4 | 3rd | ncaa sweet 16
2013–14 | maryland | 28–7 | 12–4 | 3rd | ncaa final 4
maryland (acc): | maryland (acc): | 306–101 (.752) | 129–69 (.652) | none | none
maryland terrapins (big 10 conference) (2014–present) | maryland terrapins (big 10 conference) (2014–present) | maryland terrapins (big 10 conference) (2014–present) | maryland terrapins (big 10 conference) (2014–present) | maryland terrapins (big 10 conference) (2014–present) | maryland terrapins (big 10 conference) (2014–present)
2014–15 | maryland | 34–3 | 18–0 | 1st | ncaa final 4
2015–16 | maryland | 31–4 | 16–2 | 1st | ncaa second round
2016–17 | maryland | 32–3 | 15–1 | t-1st | ncaa sweet 16
2017–18 | maryland | 26–8 | 12–4 | 2nd | ncaa second round
2018–19 | maryland | 29-5 | 15-3 | 1st | ncaa second round
maryland (big 10): | maryland (big 10): | 152–23 (.869) | 78–10 (.886) | none | none
maryland (overall): | maryland (overall): | 458–124 (.787) | none | none | none
total: | total: | 515–154 (.770) | none | none | none
national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion"
21002,"When did Corona release ""The Rhythm of the Night"" and ""Baby Baby?""","corona released ""the rhythm of the night"" in 1993 and ""baby baby"" in 1995.","corona released ""the rhythm of the night"" in 1993 and ""baby baby"" in 1995.","select year, title from T;",46,368,"year | title
year | title
1993 | ""the rhythm of the tni""
1995 | ""baby baby""
1995 | ""try me out""
1995 | ""i don't wanna be a star""
1996 | ""megamix""
1997 | ""the power of love""
1998 | ""walking on music""
1998 | ""magic touch""
2000 | ""good love""
2000 | ""volcano""
2006 | ""back in time""
2006 | ""i'll be your lady""
2008 | ""baby i don't care""
2009 | ""la playa del sol""
2010 | ""angel""
2011 | ""my song (la lai)""
2012 | ""hurry up"" (featuring mikey p.)
2013 | ""queen of town""
2014 | ""stay with me""
2015 | ""we used to love""
2016 | ""super model""
""—"" denotes items that did not chart or were not released in that territory. | ""—"" denotes items that did not chart or were not released in that territory."
656,What is Hulchul?,hulchul is a bollywood film released in 1951.,hulchul is a 1951 hindi film directed by s k ojha.,select title from T;,27,162,"title
damad
daman
dasavtaar
deedar
deepak
dholak
dilbar
do sitare
ek nazar
ek tha ladka
ek tha raja
for ladies only a.k.a. titli
ghayal
hamari shaan
hanuman patal vijay
hulchul
humlog
ishwar bhakti
jadoo
jai mahakali
jai mahalaxmi
jai shankar
jawani ki aag
johari
kali ghata
kashmir
khazana"
10105,"When was ""Cats"" the longest-running Broadway show and which show surpassed it?","""cats"" was the longest-running broadway show from october 7, 1982, to september 10, 2000. it was surpassed by ""the phantom of the opera"" which is currently the longest-running broadway show.","""cats"" was the longest-running broadway show from 1997 until 2006, when it was surpassed by ""the phantom of the opera"".","select opening_date, closing_date, title from T;",54,144,"opening_date | closing_date | title
1988-1-26 | none | the phantom of the opera
1982-10-7 | 2000-9-10 | cats
1975-7-25 | 1990-4-28 | a chorus line
1972-2-14 | 1980-4-13 | grease
1964-9-22 | 1972-7-2 | fiddler on the roof
1939-11-8 | 1947-7-12 | life with father
1933-12-4 | 1941-5-31 | tobacco road
1923-5-23 | 1927-10-1 | abie's irish rose
1918-8-26 | 1921-8-27 | lightnin'
1891-11-9 | 1893-8-7 | a trip to chinatown
1884-9-4 | 1886-4-17 | adonis
1880-2-4 | 1881-5-31 | hazel kirke
1866-9-12 | 1868-1-4 | the black crook
1853-8-8 | 1854-5-13 | uncle tom's cabin (aiken version)
1850 | 1850-10-7? | the drunkard
1844-8-5 | 1844-11-2 | putnam, the iron son of '76
1833-7-22 | 1833-9-9 | mazeppa, or, the wild horse of ukraine
1831-1-10 | ? | the elephant of siam and the fire fiend by samuel beazley"
20799,What was the capacity of Giulești-Valentin Stănescu Stadium in 2011–12 Liga I?,"the capacity of giulești-valentin stănescu stadium in the 2011–12 liga i season was 30,201.","in 2011–12 liga i, giulești-valentin stănescu stadium had a capacity of 11,704.",select universitatea_cluj from T where row_number = 1;,1,115,"universitatea_cluj
capacity: 30201"
12733,How did Ben Howland perform during his 10 year career with the Bruins?,"during his 10-year career with the bruins, ben howland had an overall record of 233-107, with a conference record of 123-61. he led the team to three consecutive final four appearances from 2006-2008 and won four pac-10 conference regular season titles. however, he","in his 10 years with the bruins, ben howland had a .685 winning percentage and won four pac-12 conference titles.","select season, team, overall, conference, standing, postseason from T;",198,231,"season | team | overall | conference | standing | postseason
northern arizona lumberjacks (big sky conference) (1994–1999) | northern arizona lumberjacks (big sky conference) (1994–1999) | northern arizona lumberjacks (big sky conference) (1994–1999) | northern arizona lumberjacks (big sky conference) (1994–1999) | northern arizona lumberjacks (big sky conference) (1994–1999) | northern arizona lumberjacks (big sky conference) (1994–1999)
1994–95 | northern arizona | 9–17 | 4–10 | 7th | none
1995–96 | northern arizona | 7–19 | 3–11 | 7th | none
1996–97 | northern arizona | 21–7 | 13–1 | 1st | nit first round
1997–98 | northern arizona | 21–8 | 12–2 | 1st | ncaa division i round of 64
1998–99 | northern arizona | 21–8 | 12–4 | 2nd | none
northern arizona: | northern arizona: | 79–59 (.572) | 44–28 (.611) | none | none
pittsburgh panthers (big east conference) (1999–2003) | pittsburgh panthers (big east conference) (1999–2003) | pittsburgh panthers (big east conference) (1999–2003) | pittsburgh panthers (big east conference) (1999–2003) | pittsburgh panthers (big east conference) (1999–2003) | pittsburgh panthers (big east conference) (1999–2003)
1999–0 | pittsburgh | 13–15 | 5–11 | 11th | none
2000–1 | pittsburgh | 19–14 | 7–9 | 5th (west) | nit second round
2001–2 | pittsburgh | 29–6 | 13–3 | 1st (west) | ncaa division i sweet 16
2002–3 | pittsburgh | 28–5 | 13–3 | t–1st (west) | ncaa division i sweet 16
pittsburgh: | pittsburgh: | 89–40 (.690) | 38–26 (.594) | none | none
ucla bruins (pacific-10/pac-12 conference) (2003–2013) | ucla bruins (pacific-10/pac-12 conference) (2003–2013) | ucla bruins (pacific-10/pac-12 conference) (2003–2013) | ucla bruins (pacific-10/pac-12 conference) (2003–2013) | ucla bruins (pacific-10/pac-12 conference) (2003–2013) | ucla bruins (pacific-10/pac-12 conference) (2003–2013)
2003–4 | ucla | 11–17 | 7–11 | t–7th | none
2004–5 | ucla | 18–11 | 11–7 | t–3rd | ncaa division i round of 64
2005–6 | ucla | 32–7 | 14–4 | 1st | ncaa division i runner-up
2006–7 | ucla | 30–6 | 15–3 | 1st | ncaa division i final 4
2007–8 | ucla | 35–4 | 16–2 | 1st | ncaa division i final 4
2008–9 | ucla | 26–9 | 13–5 | 2nd | ncaa division i round of 32
2009–10 | ucla | 14–18 | 8–10 | t–5th | none
2010–11 | ucla | 23–11 | 13–5 | 2nd | ncaa division i round of 32
2011–12 | ucla | 19–14 | 11–7 | t–5th | none
2012–13 | ucla | 25–10 | 13–5 | 1st | ncaa division i round of 64
ucla: | ucla: | 233–107 (.685) | 118–58 (.670) | none | none
mississippi state bulldogs (southeastern conference) (2015–present) | mississippi state bulldogs (southeastern conference) (2015–present) | mississippi state bulldogs (southeastern conference) (2015–present) | mississippi state bulldogs (southeastern conference) (2015–present) | mississippi state bulldogs (southeastern conference) (2015–present) | mississippi state bulldogs (southeastern conference) (2015–present)
2015–16 | mississippi state | 14–17 | 7–11 | 11th | none
2016–17 | mississippi state | 16–16 | 6–12 | 12th | none
2017–18 | mississippi state | 25–12 | 9–9 | t–7th | nit semifinal
2018–19 | mississippi state | 23–11 | 10–8 | t–6th | ncaa division i round of 64
mississippi state: | mississippi state: | 78–56 (.582) | 32–40 (.444) | none | none
total: | total: | 479–262 (.646) | none | none | none
national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion | national champion postseason invitational champion conference regular season champion conference regular season and conference tournament champion division regular season champion division regular season and conference tournament champion conference tournament champion"
